loan_number,loan_status_description
5425957,COMPLETED
72554831,COMPLETED
21541194,COMPLETED
35743631,COMPLETED
66016772,COMPLETED
57164312,COMPLETED
67388225,CURRENT
65974395,CURRENT
81110422,COMPLETED
61403443,CURRENT
57794752,DEFAULTED
68566149,COMPLETED
36671246,COMPLETED
78709957,CURRENT
42343314,COMPLETED
27721128,COMPLETED
29715422,COMPLETED
1430329,COMPLETED
6534825,COMPLETED
34453352,COMPLETED
59393214,CURRENT
41369721,COMPLETED
64109765,CURRENT
52476332,COMPLETED
1259996,CHARGEOFF
74581614,CURRENT
38162171,COMPLETED
31317727,COMPLETED
53362341,CURRENT
41268084,COMPLETED
5714916,COMPLETED
68029041,CURRENT
44807556,COMPLETED
39571040,COMPLETED
11855096,COMPLETED
70887078,COMPLETED
11956842,COMPLETED
75154557,CHARGEOFF
67235446,CHARGEOFF
27230101,COMPLETED
1627134,COMPLETED
4299424,COMPLETED
26087644,COMPLETED
55911868,CURRENT
66503575,COMPLETED
68568830,COMPLETED
3220472,COMPLETED
60870503,COMPLETED
7070677,CURRENT
67287071,COMPLETED
74916011,COMPLETED
53544771,CURRENT
52007051,COMPLETED
26509535,CHARGEOFF
3811585,COMPLETED
39987922,CURRENT
55202006,COMPLETED
1374516,CHARGEOFF
61509355,CHARGEOFF
40197847,CURRENT
8157846,CHARGEOFF
2380652,COMPLETED
61318162,COMPLETED
60931466,COMPLETED
11265892,COMPLETED
1292902,COMPLETED
73863172,CURRENT
6316486,COMPLETED
55141119,CHARGEOFF
6714985,CHARGEOFF
55967396,COMPLETED
3214813,COMPLETED
22263924,COMPLETED
21191743,COMPLETED
3160986,COMPLETED
31657299,CHARGEOFF
66330690,CHARGEOFF
35843597,COMPLETED
64160141,CURRENT
40941973,CHARGEOFF
40007282,COMPLETED
41071658,CURRENT
77585490,CURRENT
80663943,CURRENT
17684381,CHARGEOFF
65855850,CURRENT
61340623,CURRENT
3161647,COMPLETED
30084822,COMPLETED
46745181,CURRENT
63445054,COMPLETED
53854702,CHARGEOFF
35949434,COMPLETED
12408772,CURRENT
38554658,COMPLETED
19686295,COMPLETED
50316599,CHARGEOFF
11055043,COMPLETED
69655461,CURRENT
51978065,COMPLETED
41039853,COMPLETED
46476783,COMPLETED
75284076,CHARGEOFF
1575707,COMPLETED
43135528,CHARGEOFF
77478204,CURRENT
34323122,COMPLETED
74935368,CURRENT
68312680,CURRENT
1173015,COMPLETED
46577859,COMPLETED
43955467,COMPLETED
61902877,CHARGEOFF
23914380,CURRENT
53352510,COMPLETED
31567601,COMPLETED
13526962,COMPLETED
5024756,COMPLETED
44006615,COMPLETED
10574994,COMPLETED
15409947,COMPLETED
2295378,COMPLETED
38018276,COMPLETED
17813875,COMPLETED
66180798,CURRENT
3237314,COMPLETED
3927783,COMPLETED
8586566,CURRENT
20638868,COMPLETED
4435607,COMPLETED
3729599,COMPLETED
8977201,COMPLETED
66451413,CHARGEOFF
5616881,COMPLETED
17894584,COMPLETED
45334554,CHARGEOFF
30735698,COMPLETED
37601984,COMPLETED
15250137,COMPLETED
16050965,COMPLETED
56121300,COMPLETED
61018762,CURRENT
34333631,COMPLETED
48121067,CHARGEOFF
75498037,COMPLETED
11955605,COMPLETED
59081917,COMPLETED
50556794,COMPLETED
9237793,CHARGEOFF
3005986,COMPLETED
72555791,CHARGEOFF
25937733,COMPLETED
19067128,COMPLETED
48080931,COMPLETED
38436828,COMPLETED
7340447,COMPLETED
1342239,COMPLETED
75330402,CURRENT
46735787,CHARGEOFF
57146443,COMPLETED
65482880,CURRENT
12347292,CURRENT
15551623,COMPLETED
3184962,COMPLETED
10073731,COMPLETED
1522117,COMPLETED
22432101,CHARGEOFF
43679752,CHARGEOFF
11164704,COMPLETED
5036425,COMPLETED
40581554,COMPLETED
63157807,CURRENT
9694796,CHARGEOFF
73864140,CURRENT
69793254,CURRENT
1102242,COMPLETED
1318263,COMPLETED
14358418,CHARGEOFF
6597764,COMPLETED
77189735,CURRENT
55555440,CHARGEOFF
62774744,CHARGEOFF
78840523,CURRENT
69703616,COMPLETED
63454872,COMPLETED
46803183,CURRENT
1537385,COMPLETED
28874012,COMPLETED
37866258,CURRENT
79310623,COMPLETED
78180105,CURRENT
51366512,CURRENT
49096693,COMPLETED
37711970,COMPLETED
10171526,COMPLETED
7088045,COMPLETED
58662730,CURRENT
8555915,COMPLETED
75183946,COMPLETED
79662043,CURRENT
38932241,COMPLETED
69753370,CURRENT
10176551,COMPLETED
65764846,CHARGEOFF
18515991,COMPLETED
20058741,COMPLETED
51906529,COMPLETED
9238335,COMPLETED
6533322,COMPLETED
11244769,COMPLETED
46496778,COMPLETED
52007756,COMPLETED
11925041,COMPLETED
60914146,CURRENT
55971310,COMPLETED
17132993,COMPLETED
35693119,COMPLETED
1625169,COMPLETED
4279565,CURRENT
43004334,CHARGEOFF
1595498,COMPLETED
73355263,CHARGEOFF
25286771,CURRENT
60556176,COMPLETED
1323573,CHARGEOFF
36420209,CURRENT
11996938,COMPLETED
46386763,COMPLETED
20680442,COMPLETED
51165228,COMPLETED
46832559,CHARGEOFF
79622533,COMPLETED
7916744,COMPLETED
57664628,COMPLETED
62774753,CURRENT
13026897,COMPLETED
52456302,COMPLETED
70792596,CURRENT
23823824,COMPLETED
65597579,COMPLETED
7925778,CURRENT
68607812,COMPLETED
9804679,CURRENT
71053520,CURRENT
5156160,COMPLETED
59312109,COMPLETED
79180896,COMPLETED
63651652,CURRENT
62176007,COMPLETED
52311274,COMPLETED
78902880,CHARGEOFF
62206346,CURRENT
8137424,COMPLETED
57772454,COMPLETED
35126129,COMPLETED
78358461,CURRENT
62107575,COMPLETED
50013760,COMPLETED
48856450,COMPLETED
59100878,CHARGEOFF
79492281,COMPLETED
62117143,CURRENT
1074628,COMPLETED
3284986,COMPLETED
41060694,COMPLETED
22383632,COMPLETED
18404583,COMPLETED
51316209,COMPLETED
40963555,COMPLETED
71745591,CURRENT
3926980,COMPLETED
68822921,CURRENT
71013694,COMPLETED
83885273,CURRENT
59181770,CURRENT
9188198,COMPLETED
39729659,COMPLETED
20118437,COMPLETED
1369762,COMPLETED
78589718,COMPLETED
67419047,CURRENT
20798807,CHARGEOFF
46526676,COMPLETED
80549047,COMPLETED
65682034,COMPLETED
10894881,COMPLETED
43430061,COMPLETED
10784755,COMPLETED
65504645,COMPLETED
48604659,COMPLETED
23733673,COMPLETED
47521449,COMPLETED
5814975,COMPLETED
41830653,COMPLETED
39671030,CURRENT
68052578,CHARGEOFF
19166053,COMPLETED
83953321,CURRENT
14500173,CHARGEOFF
11687559,COMPLETED
38506366,COMPLETED
77239015,CURRENT
12896576,COMPLETED
59689700,CURRENT
77615640,CHARGEOFF
12987094,CHARGEOFF
75820832,CURRENT
74864996,COMPLETED
32559737,COMPLETED
39937447,COMPLETED
22031253,COMPLETED
48110627,COMPLETED
67616031,CHARGEOFF
40157782,COMPLETED
33390575,COMPLETED
80612426,CURRENT
5771233,COMPLETED
19667240,CURRENT
14117848,COMPLETED
81554597,CURRENT
41398828,CHARGEOFF
8874765,COMPLETED
42763427,COMPLETED
48324709,COMPLETED
72533887,CURRENT
35674046,COMPLETED
8644958,COMPLETED
19116703,COMPLETED
18586174,COMPLETED
68825265,CURRENT
74491572,CHARGEOFF
60951165,CURRENT
19646690,COMPLETED
57518184,CHARGEOFF
13118334,COMPLETED
51426139,CHARGEOFF
11708354,CURRENT
68589407,COMPLETED
68546036,COMPLETED
23182904,COMPLETED
71005330,COMPLETED
10556272,COMPLETED
50353225,COMPLETED
80718333,CURRENT
23313179,COMPLETED
54334120,COMPLETED
25406774,CHARGEOFF
60576547,CURRENT
1599574,CHARGEOFF
12645439,COMPLETED
78358215,CURRENT
72153195,CURRENT
48906265,COMPLETED
7093628,COMPLETED
72957261,COMPLETED
5425420,CHARGEOFF
62714468,COMPLETED
60800410,COMPLETED
16373379,CURRENT
57366065,COMPLETED
59222383,CHARGEOFF
69452747,CURRENT
59140062,COMPLETED
57135786,CURRENT
19025222,CHARGEOFF
75738432,CURRENT
19617865,CURRENT
81569983,CURRENT
7377685,COMPLETED
46587137,CHARGEOFF
76072892,CHARGEOFF
67467344,CURRENT
68792893,COMPLETED
48111670,COMPLETED
3366459,COMPLETED
27701514,COMPLETED
51947169,CHARGEOFF
3536543,COMPLETED
51987822,COMPLETED
30755787,COMPLETED
24685880,COMPLETED
70763529,CHARGEOFF
39679658,CHARGEOFF
21350615,COMPLETED
40167958,COMPLETED
78981672,CURRENT
83810332,COMPLETED
76568863,CURRENT
5416209,COMPLETED
59299564,CHARGEOFF
43589968,CHARGEOFF
80709386,CURRENT
68696060,COMPLETED
73713257,COMPLETED
45334625,COMPLETED
14268344,COMPLETED
15369839,COMPLETED
9767166,CHARGEOFF
14448549,COMPLETED
65455212,COMPLETED
64087829,CURRENT
70244178,CHARGEOFF
69646265,CURRENT
1402253,COMPLETED
63498338,COMPLETED
52586114,COMPLETED
58733034,COMPLETED
68911165,COMPLETED
6576901,COMPLETED
77297548,CURRENT
78508469,CURRENT
77359843,COMPLETED
72534060,CURRENT
5027438,CHARGEOFF
49157953,CURRENT
27542085,COMPLETED
66667697,COMPLETED
12636146,COMPLETED
64350915,CHARGEOFF
62256059,CURRENT
46806974,CURRENT
61410359,COMPLETED
9444721,COMPLETED
19136828,COMPLETED
41143077,COMPLETED
80710820,COMPLETED
62155490,CURRENT
18835489,CHARGEOFF
1604452,COMPLETED
46686508,COMPLETED
3366115,COMPLETED
74845498,COMPLETED
7495178,COMPLETED
6855007,COMPLETED
68811238,CURRENT
1118248,CHARGEOFF
44269470,COMPLETED
4334760,COMPLETED
67368740,CURRENT
6784831,COMPLETED
44965838,CURRENT
22402214,COMPLETED
62644112,COMPLETED
26077187,COMPLETED
5799924,COMPLETED
79001923,CURRENT
60810341,CHARGEOFF
8594726,COMPLETED
70291522,COMPLETED
37751118,COMPLETED
75099147,CURRENT
38413383,COMPLETED
71592590,CURRENT
1515963,COMPLETED
4174669,CHARGEOFF
6582285,COMPLETED
5637161,CURRENT
57650444,COMPLETED
6827165,COMPLETED
10127996,COMPLETED
72012228,CURRENT
74512691,CHARGEOFF
47572733,CURRENT
11698503,CURRENT
41930350,CHARGEOFF
56250192,COMPLETED
9675909,COMPLETED
2295893,COMPLETED
60871859,COMPLETED
6819299,CHARGEOFF
1488849,COMPLETED
39639569,CHARGEOFF
83172383,CURRENT
25447047,COMPLETED
55300214,COMPLETED
55575422,CURRENT
53232269,COMPLETED
38569244,COMPLETED
61491525,CHARGEOFF
1275776,COMPLETED
38902302,COMPLETED
46254195,COMPLETED
5939881,COMPLETED
58842439,CURRENT
69513209,CURRENT
44836077,COMPLETED
65732063,COMPLETED
26360350,COMPLETED
40362883,CURRENT
79491995,CURRENT
75860572,CURRENT
39731465,CURRENT
3015145,COMPLETED
7690309,COMPLETED
30014949,COMPLETED
24565001,CHARGEOFF
9185983,COMPLETED
52989806,COMPLETED
48906410,COMPLETED
31307204,COMPLETED
68373337,CURRENT
20812222,CHARGEOFF
65139594,CURRENT
10128777,COMPLETED
73836305,CURRENT
6897922,CHARGEOFF
5937882,CURRENT
73691147,CURRENT
9034876,COMPLETED
54100196,COMPLETED
2372586,COMPLETED
75838697,COMPLETED
27521089,COMPLETED
67979224,CURRENT
10775581,CHARGEOFF
43096402,COMPLETED
5773015,COMPLETED
20088598,CURRENT
1560229,COMPLETED
80631006,COMPLETED
66441605,CURRENT
26087507,COMPLETED
80600448,CURRENT
52708358,COMPLETED
46366844,COMPLETED
77574476,CURRENT
72513149,COMPLETED
64007468,CURRENT
61339726,COMPLETED
34281883,CURRENT
1626117,COMPLETED
72776055,CURRENT
69247379,COMPLETED
43054469,COMPLETED
1530403,COMPLETED
13257650,CURRENT
74834282,COMPLETED
13988119,COMPLETED
22293107,COMPLETED
84030439,CURRENT
60803094,COMPLETED
20808641,COMPLETED
50063565,CURRENT
7495752,CHARGEOFF
65956438,CURRENT
48020207,CHARGEOFF
46467226,COMPLETED
21400793,COMPLETED
67295115,COMPLETED
19466200,COMPLETED
30845924,COMPLETED
27720899,CHARGEOFF
40694649,COMPLETED
54137573,CURRENT
40158014,COMPLETED
65751574,CURRENT
26007311,COMPLETED
46764528,CHARGEOFF
22323615,COMPLETED
40593037,COMPLETED
6637830,CURRENT
78799335,COMPLETED
51356737,COMPLETED
83971357,COMPLETED
75152625,CURRENT
27732479,COMPLETED
43439239,CHARGEOFF
68399093,CURRENT
56050607,COMPLETED
10170306,COMPLETED
6154717,COMPLETED
63937255,CURRENT
64300747,COMPLETED
12986393,COMPLETED
5214675,COMPLETED
31157410,COMPLETED
38507815,COMPLETED
17072706,COMPLETED
22832814,COMPLETED
23963962,COMPLETED
73628793,COMPLETED
55948215,CURRENT
67376331,COMPLETED
4300196,CHARGEOFF
3371393,COMPLETED
20578608,CHARGEOFF
37611902,COMPLETED
29724171,CURRENT
73428331,CURRENT
67266029,COMPLETED
44046341,COMPLETED
41122728,COMPLETED
65812505,COMPLETED
57295208,CURRENT
54098786,COMPLETED
50595765,CURRENT
21010964,CHARGEOFF
38454841,CURRENT
78520158,CURRENT
17272634,COMPLETED
69336140,COMPLETED
66585934,COMPLETED
36381782,CURRENT
1193867,COMPLETED
42504131,CURRENT
51978580,CURRENT
59100161,COMPLETED
65716623,CHARGEOFF
70885106,CURRENT
74644095,CURRENT
44105316,COMPLETED
36240376,COMPLETED
3004683,COMPLETED
75162574,COMPLETED
19406313,COMPLETED
64290861,CURRENT
78922520,CURRENT
16191277,COMPLETED
3368008,COMPLETED
44047158,COMPLETED
3106553,COMPLETED
16332663,COMPLETED
42263308,COMPLETED
23052716,COMPLETED
3676460,CHARGEOFF
40949262,COMPLETED
41399023,COMPLETED
28212162,CHARGEOFF
39530906,COMPLETED
8355589,COMPLETED
70273671,CURRENT
66104529,COMPLETED
49613463,COMPLETED
9706369,COMPLETED
3224568,CURRENT
66480841,CURRENT
35236275,CURRENT
66522147,CHARGEOFF
44056156,COMPLETED
3537183,COMPLETED
60395709,CHARGEOFF
22404044,COMPLETED
75963597,CHARGEOFF
21211641,COMPLETED
78860568,COMPLETED
1677091,CHARGEOFF
5030720,COMPLETED
34893895,COMPLETED
58632305,CHARGEOFF
70240541,CURRENT
50578594,COMPLETED
18003713,CURRENT
50579322,COMPLETED
5796118,COMPLETED
6547822,COMPLETED
55951230,COMPLETED
80338116,CURRENT
8125329,CHARGEOFF
20158627,COMPLETED
59371269,COMPLETED
22992670,COMPLETED
70861859,COMPLETED
30755944,CURRENT
74691256,COMPLETED
20468795,CHARGEOFF
20538814,CURRENT
12886847,CHARGEOFF
8485106,COMPLETED
39739707,CHARGEOFF
50316901,CHARGEOFF
37740924,CHARGEOFF
11366138,CHARGEOFF
20759881,COMPLETED
46715746,COMPLETED
39559363,CURRENT
23273170,COMPLETED
75860086,CURRENT
25387338,COMPLETED
23904123,COMPLETED
61017344,CURRENT
71026881,DEFAULTED
62814229,COMPLETED
41130456,CURRENT
74542313,CURRENT
74625260,CURRENT
3162970,COMPLETED
5755086,COMPLETED
59311886,CURRENT
13877567,COMPLETED
1092535,COMPLETED
38455908,CURRENT
6157043,COMPLETED
9215693,COMPLETED
51225453,COMPLETED
57704408,CHARGEOFF
1514636,COMPLETED
41368618,CURRENT
79153565,CURRENT
77459765,COMPLETED
68610194,COMPLETED
75134080,COMPLETED
71175844,CURRENT
51076610,COMPLETED
4286256,COMPLETED
70171833,CURRENT
29133587,COMPLETED
1175949,COMPLETED
15980771,COMPLETED
5969255,COMPLETED
5774005,COMPLETED
63569241,CURRENT
16051352,COMPLETED
10606533,CHARGEOFF
20812223,CHARGEOFF
11666748,CHARGEOFF
1149896,COMPLETED
20772340,COMPLETED
62255304,COMPLETED
29784014,CURRENT
20682396,COMPLETED
2897040,COMPLETED
48111769,CHARGEOFF
55240424,COMPLETED
65755404,COMPLETED
43803005,COMPLETED
60325294,CURRENT
28683657,COMPLETED
6396502,CHARGEOFF
78699777,CURRENT
4557095,COMPLETED
51086662,COMPLETED
12615562,COMPLETED
61037661,CHARGEOFF
23854559,CURRENT
55401204,CURRENT
65924226,CURRENT
11004812,CHARGEOFF
82040144,CURRENT
43419582,CURRENT
35631148,CURRENT
44015274,COMPLETED
73746296,COMPLETED
17363103,CHARGEOFF
74995376,COMPLETED
20839642,CHARGEOFF
3674981,COMPLETED
44916263,CURRENT
15271120,COMPLETED
39540931,COMPLETED
4314909,COMPLETED
38418293,COMPLETED
56048856,COMPLETED
51886679,COMPLETED
41359035,COMPLETED
79094810,CURRENT
75829020,COMPLETED
29084530,COMPLETED
17172816,COMPLETED
79131490,CHARGEOFF
79043449,CURRENT
68635352,CURRENT
59121750,COMPLETED
28402479,COMPLETED
73598911,COMPLETED
14509465,COMPLETED
59561337,COMPLETED
73875837,COMPLETED
63466746,COMPLETED
71966324,CURRENT
41308789,COMPLETED
11664754,COMPLETED
17543472,CHARGEOFF
29625584,COMPLETED
32399035,CHARGEOFF
61320130,COMPLETED
21360680,COMPLETED
34382202,COMPLETED
46436818,COMPLETED
2645326,COMPLETED
67755962,CURRENT
75169536,COMPLETED
1434622,COMPLETED
35763262,COMPLETED
6549744,COMPLETED
62297051,CHARGEOFF
70651747,COMPLETED
3366503,COMPLETED
11396643,COMPLETED
65313458,COMPLETED
75153623,COMPLETED
1467608,COMPLETED
44036718,CURRENT
76131639,CURRENT
39591200,CHARGEOFF
12497987,CHARGEOFF
35763229,COMPLETED
80679908,COMPLETED
34374090,COMPLETED
79132726,COMPLETED
34432603,COMPLETED
71745480,COMPLETED
37137146,CHARGEOFF
61464147,CHARGEOFF
5768479,COMPLETED
56140252,COMPLETED
74735019,CURRENT
30696240,COMPLETED
46724271,COMPLETED
3186624,COMPLETED
5715983,COMPLETED
39847978,COMPLETED
75710682,CURRENT
51357067,CHARGEOFF
7649622,COMPLETED
55201940,CURRENT
18535726,COMPLETED
21160569,COMPLETED
73212363,CURRENT
78361351,CURRENT
65493331,CHARGEOFF
83655651,CURRENT
36138889,COMPLETED
36450349,COMPLETED
70051394,COMPLETED
55119463,CHARGEOFF
17052722,COMPLETED
58502659,CURRENT
20288116,COMPLETED
73620900,CURRENT
55637867,CHARGEOFF
40454007,COMPLETED
54333846,COMPLETED
22345156,COMPLETED
75250058,CURRENT
54334892,COMPLETED
13137367,COMPLETED
38658784,COMPLETED
59433034,CURRENT
54598189,COMPLETED
57325662,CURRENT
28362604,CHARGEOFF
41111112,COMPLETED
69463745,CHARGEOFF
11655782,COMPLETED
21019659,CURRENT
52778189,COMPLETED
68675715,COMPLETED
3375258,COMPLETED
16433046,CHARGEOFF
63527890,CURRENT
7659294,COMPLETED
55291746,CURRENT
47370516,CHARGEOFF
50518943,COMPLETED
40328009,COMPLETED
8628398,COMPLETED
1437368,COMPLETED
60245794,COMPLETED
7044984,COMPLETED
81363181,CURRENT
30335426,CHARGEOFF
57772520,COMPLETED
35004164,COMPLETED
73131753,CURRENT
12705193,COMPLETED
8894574,COMPLETED
31647642,COMPLETED
72607045,CURRENT
73345497,CURRENT
71542932,COMPLETED
74682871,CURRENT
1611381,COMPLETED
74032230,COMPLETED
48696839,COMPLETED
60536976,COMPLETED
40561726,COMPLETED
27572216,CHARGEOFF
24696141,CHARGEOFF
34883315,COMPLETED
61932998,COMPLETED
75708985,COMPLETED
46125031,COMPLETED
72754295,COMPLETED
74717963,COMPLETED
3642458,COMPLETED
73826231,COMPLETED
77369195,COMPLETED
36129040,COMPLETED
6125798,COMPLETED
59249346,CURRENT
43925695,COMPLETED
1570989,COMPLETED
28632649,CHARGEOFF
16121650,COMPLETED
40776780,COMPLETED
7678456,COMPLETED
49068606,CHARGEOFF
81454217,CHARGEOFF
30795822,COMPLETED
55210208,CURRENT
48160282,COMPLETED
3733093,COMPLETED
49743584,CURRENT
9414887,COMPLETED
42394934,CHARGEOFF
35998572,COMPLETED
70864888,CURRENT
58291174,COMPLETED
78700057,CURRENT
33410580,COMPLETED
1588327,COMPLETED
65706493,COMPLETED
3497137,COMPLETED
5608989,COMPLETED
68359121,COMPLETED
24655479,COMPLETED
72843142,COMPLETED
6537434,COMPLETED
16892676,COMPLETED
3220302,COMPLETED
24685486,COMPLETED
62914499,CHARGEOFF
70974400,COMPLETED
57734178,COMPLETED
70630492,COMPLETED
83865873,CURRENT
10163653,COMPLETED
30244950,COMPLETED
38792461,COMPLETED
363009,COMPLETED
36350991,COMPLETED
40400127,COMPLETED
56954457,COMPLETED
60256769,COMPLETED
13397836,COMPLETED
32078720,COMPLETED
7656433,COMPLETED
72203588,CURRENT
65484519,COMPLETED
45654421,COMPLETED
27360069,COMPLETED
37297565,COMPLETED
46195595,COMPLETED
75276154,CHARGEOFF
8634773,COMPLETED
13898080,CURRENT
42483604,COMPLETED
55290374,CURRENT
6159807,COMPLETED
51115223,COMPLETED
13428156,COMPLETED
69812334,CURRENT
81405116,CURRENT
61548242,CURRENT
43115733,COMPLETED
39681457,COMPLETED
43440348,COMPLETED
58010719,CHARGEOFF
37781932,CURRENT
40705296,COMPLETED
68404476,COMPLETED
38539263,COMPLETED
73885070,COMPLETED
5555090,COMPLETED
80530765,CURRENT
43904342,CHARGEOFF
73816248,COMPLETED
30695708,CURRENT
18645449,COMPLETED
13877833,COMPLETED
33531308,COMPLETED
51996126,COMPLETED
6523168,COMPLETED
7051007,CHARGEOFF
59269208,CURRENT
60904061,COMPLETED
22363722,CURRENT
19095850,CURRENT
5824762,CHARGEOFF
13477158,COMPLETED
58250600,CURRENT
78839427,CHARGEOFF
32319266,COMPLETED
76012247,CURRENT
1106103,CHARGEOFF
44140083,COMPLETED
17112953,COMPLETED
60974168,CURRENT
70873119,CURRENT
74916087,CHARGEOFF
58030526,COMPLETED
2092158,COMPLETED
73620686,CURRENT
55058787,CHARGEOFF
71744624,CURRENT
2944833,COMPLETED
79180467,CHARGEOFF
30595744,COMPLETED
61311771,COMPLETED
30155148,COMPLETED
45434235,CURRENT
55981712,CURRENT
1257128,COMPLETED
73893280,COMPLETED
9855663,COMPLETED
69336285,COMPLETED
58513483,CURRENT
65141391,COMPLETED
30565571,COMPLETED
55254583,DEFAULTED
5885136,COMPLETED
19466196,COMPLETED
12255992,CURRENT
19177537,COMPLETED
45724549,CURRENT
2275989,COMPLETED
2377057,COMPLETED
50436209,COMPLETED
36621159,COMPLETED
66551283,CHARGEOFF
53182501,CURRENT
75122999,CURRENT
23965236,COMPLETED
61842136,CURRENT
79522576,CURRENT
55341246,COMPLETED
71736875,CHARGEOFF
35054932,COMPLETED
59382887,COMPLETED
28592730,COMPLETED
33180374,COMPLETED
57694198,COMPLETED
21261048,COMPLETED
64751665,COMPLETED
38181222,COMPLETED
1363653,COMPLETED
68956405,COMPLETED
8276039,COMPLETED
18995386,COMPLETED
63671614,COMPLETED
63978220,CHARGEOFF
45744319,COMPLETED
51966482,COMPLETED
74191446,CURRENT
30565593,COMPLETED
68192371,CURRENT
13046941,CHARGEOFF
19576511,COMPLETED
13407737,COMPLETED
56271013,COMPLETED
63435065,CURRENT
1365626,COMPLETED
67878480,CHARGEOFF
68579947,CURRENT
79260245,COMPLETED
16221442,COMPLETED
78639501,CURRENT
79021459,CURRENT
49613526,COMPLETED
74674675,COMPLETED
34333833,COMPLETED
16341941,COMPLETED
52426220,COMPLETED
72644398,CURRENT
63505873,CURRENT
33601618,CURRENT
3378775,COMPLETED
1693146,CHARGEOFF
56107988,CURRENT
71897542,COMPLETED
77561688,CURRENT
1275850,COMPLETED
6317122,CURRENT
46244367,COMPLETED
27492246,COMPLETED
81332592,CURRENT
13998669,COMPLETED
38700071,CURRENT
68212500,COMPLETED
10175674,COMPLETED
46651680,COMPLETED
16141361,COMPLETED
44885206,COMPLETED
31286545,CHARGEOFF
79095690,CURRENT
28743305,COMPLETED
43469984,COMPLETED
20768753,COMPLETED
38494260,COMPLETED
44906741,COMPLETED
46807130,CURRENT
74663382,CURRENT
23033239,COMPLETED
16412346,COMPLETED
11995544,CHARGEOFF
38598768,COMPLETED
75910636,CURRENT
22383706,COMPLETED
65936837,COMPLETED
55231505,CHARGEOFF
7524743,COMPLETED
34302544,COMPLETED
59512871,COMPLETED
10697000,COMPLETED
19566955,CURRENT
68852015,CURRENT
67848173,COMPLETED
2305989,COMPLETED
32489949,COMPLETED
78840289,CURRENT
63245117,CHARGEOFF
19586929,CURRENT
6569866,COMPLETED
60666439,CHARGEOFF
6596989,CURRENT
65048643,CHARGEOFF
3637927,COMPLETED
73813689,COMPLETED
77961124,CURRENT
63494347,CURRENT
15560962,COMPLETED
40582363,COMPLETED
22413374,COMPLETED
28763596,COMPLETED
51065342,COMPLETED
81555615,COMPLETED
43176400,COMPLETED
74502878,COMPLETED
57853550,COMPLETED
43479895,CURRENT
46834528,COMPLETED
19997848,COMPLETED
75294824,COMPLETED
83829946,CURRENT
43389726,CHARGEOFF
62550190,COMPLETED
50153336,CHARGEOFF
57864287,DEFAULTED
58722904,COMPLETED
35338554,COMPLETED
53151643,COMPLETED
49228539,COMPLETED
71775588,COMPLETED
67635207,COMPLETED
72033065,COMPLETED
62176752,CURRENT
28632936,COMPLETED
61491783,COMPLETED
60275674,CURRENT
49016311,COMPLETED
30275544,COMPLETED
69534143,COMPLETED
55979264,COMPLETED
61443172,COMPLETED
70918372,CURRENT
73794813,COMPLETED
60884733,COMPLETED
73714633,CURRENT
65412307,COMPLETED
6696867,CHARGEOFF
17312789,COMPLETED
57304355,CURRENT
48434852,CURRENT
1453520,COMPLETED
41112551,COMPLETED
41850539,COMPLETED
71099046,CURRENT
10786771,COMPLETED
4310574,CHARGEOFF
12495912,COMPLETED
67277998,CURRENT
65169751,COMPLETED
63445382,COMPLETED
50829263,COMPLETED
8617167,CHARGEOFF
72654292,CHARGEOFF
66220808,CURRENT
74854398,COMPLETED
46673045,COMPLETED
56130496,CURRENT
68475579,COMPLETED
59121555,CURRENT
60285378,COMPLETED
60790434,CURRENT
51486807,CHARGEOFF
60773179,COMPLETED
39320657,COMPLETED
36441345,COMPLETED
3156860,COMPLETED
1365103,COMPLETED
51906819,CURRENT
53111282,COMPLETED
74643993,COMPLETED
40158047,CHARGEOFF
46794793,COMPLETED
11358147,COMPLETED
9847546,COMPLETED
41092137,COMPLETED
50033795,CHARGEOFF
8600936,COMPLETED
69592220,COMPLETED
43550439,CURRENT
50203960,COMPLETED
57448342,COMPLETED
65384553,CURRENT
32098918,COMPLETED
12458786,COMPLETED
16241454,COMPLETED
67555894,CURRENT
7947078,CHARGEOFF
25987915,COMPLETED
59638497,COMPLETED
38638415,CURRENT
49167485,CURRENT
70011478,CURRENT
12294985,COMPLETED
81365092,CURRENT
40277936,COMPLETED
37277836,COMPLETED
16492591,CHARGEOFF
63477341,CURRENT
4034674,CHARGEOFF
72163138,CHARGEOFF
2309943,CURRENT
62347524,COMPLETED
7936550,COMPLETED
38495162,COMPLETED
31567645,COMPLETED
56078577,CURRENT
46346862,COMPLETED
78830665,CURRENT
46752179,CURRENT
12305420,COMPLETED
68102832,COMPLETED
2227535,CURRENT
14938979,CURRENT
42061702,COMPLETED
2306692,COMPLETED
23944524,COMPLETED
13086151,COMPLETED
1141358,COMPLETED
59491404,CURRENT
34782983,COMPLETED
34444264,COMPLETED
1380492,COMPLETED
72775881,CURRENT
38637675,CURRENT
70511503,CHARGEOFF
19816825,COMPLETED
66423126,COMPLETED
15711569,COMPLETED
57064736,COMPLETED
25837202,CURRENT
11906411,COMPLETED
8015345,CHARGEOFF
6995276,COMPLETED
35083875,COMPLETED
22922742,COMPLETED
54648236,CHARGEOFF
69020145,CHARGEOFF
61463043,CHARGEOFF
48655307,COMPLETED
21160764,COMPLETED
17725345,CURRENT
46843899,COMPLETED
5626113,COMPLETED
43390740,COMPLETED
